x,y,yaw,cov11,cov12,cov13,cov21,cov22,cov23,cov31,cov32,cov33
-0.065742558,-0.021467325,0.000852353,0.029575179,-0.001219237,-0.000048382,-0.001219237,0.023658531,0.000000000,-0.000048382,0.000000000,0.000035591
-0.068317158,-0.070864051,0.000616234,0.031403078,-0.000384667,-0.000090525,-0.000384667,0.022338286,0.000000000,-0.000090525,0.000000000,0.000032784
-0.104338132,-0.037548273,0.000492231,0.023057306,-0.000640466,-0.000005181,-0.000640466,0.018087276,0.000000000,-0.000005181,0.000000000,0.000023042
0.181216782,-0.047888256,0.000327421,0.027904831,-0.000952502,0.000136865,-0.000952502,0.020326613,0.000000000,0.000136865,0.000000000,0.000022565
0.075554075,-0.014246488,-0.002243840,0.024328743,0.000033813,0.000068215,0.000033813,0.017944951,0.000000000,0.000068215,0.000000000,0.000023818
-0.029732592,-0.024998000,0.002416278,0.023838146,0.001174017,0.000012072,0.001174017,0.019235587,0.000000000,0.000012072,0.000000000,0.000036204
-0.053995362,-0.003201531,0.002379435,0.022777963,-0.000588088,-0.000028339,-0.000588088,0.020809491,0.000000000,-0.000028339,0.000000000,0.000028567
-0.080552374,-0.003382955,-0.001306496,0.023338623,-0.001084497,-0.000142011,-0.001084497,0.020445602,0.000000000,-0.000142011,0.000000000,0.000030534
-0.060674902,-0.008054225,-0.001952274,0.023965147,-0.002186800,0.000118947,-0.002186800,0.023164047,0.000000000,0.000118947,0.000000000,0.000061717
-0.023123973,-0.016474665,-0.000079062,0.026429045,-0.002094642,0.000090844,-0.002094642,0.022730271,0.000000000,0.000090844,0.000000000,0.000035514
-0.042140474,0.003290251,-0.000224142,0.024991523,-0.001548255,-0.000016676,-0.001548255,0.017865666,0.000000000,-0.000016676,0.000000000,0.000027734
-0.032185435,-0.019671685,0.000521963,0.027409591,-0.001733947,0.000006113,-0.001733947,0.018074023,0.000000000,0.000006113,0.000000000,0.000023854
-0.055709924,-0.023103379,0.000546300,0.028113947,-0.001527179,0.000144597,-0.001527179,0.016978462,0.000000000,0.000144597,0.000000000,0.000025179
0.158926739,0.006685371,-0.002654172,0.030088504,-0.000170824,0.000181730,-0.000170824,0.018562266,0.000000000,0.000181730,0.000000000,0.000026270
0.076314561,-0.020721270,-0.000131366,0.028852665,-0.000377008,0.000136976,-0.000377008,0.016295235,0.000000000,0.000136976,0.000000000,0.000025124
-0.063642372,-0.041210958,-0.000110142,0.025317189,0.001208209,0.000119072,0.001208209,0.019210726,0.000000000,0.000119072,0.000000000,0.000018935
-0.044371246,-0.011179671,-0.001620228,0.029362156,-0.001372929,0.000207026,-0.001372929,0.020100484,0.000000000,0.000207026,0.000000000,0.000029357
-0.052076768,-0.014390696,-0.000035559,0.027622502,0.000145162,0.000147901,0.000145162,0.018642189,0.000000000,0.000147901,0.000000000,0.000030737
-0.059164437,-0.028245320,0.000945510,0.030087567,-0.000859026,0.000204966,-0.000859026,0.018461186,0.000000000,0.000204966,0.000000000,0.000042541
0.070819545,-0.021223532,-0.001563737,0.028718128,0.000700411,0.000106260,0.000700411,0.015435642,0.000000000,0.000106260,0.000000000,0.000024189
0.112281561,-0.013885598,0.000057903,0.029016721,0.001408564,0.000140801,0.001408564,0.015193158,0.000000000,0.000140801,0.000000000,0.000024151
-0.055739872,0.013526368,0.001345648,0.024164610,0.002345065,0.000030389,0.002345065,0.017540411,0.000000000,0.000030389,0.000000000,0.000023470
-0.120668721,-0.056646786,0.000764009,0.027863733,0.000853272,0.000109610,0.000853272,0.015085507,0.000000000,0.000109610,0.000000000,0.000022486
-0.064102244,0.003863670,-0.002887744,0.023168351,0.000366069,0.000072018,0.000366069,0.013381106,0.000000000,0.000072018,0.000000000,0.000021892
-0.072496900,-0.026875847,-0.001294871,0.024650048,-0.000045576,0.000161006,-0.000045576,0.016512760,0.000000000,0.000161006,0.000000000,0.000039966
-0.062059530,-0.044629871,0.001847180,0.031036202,0.000425825,0.000047225,0.000425825,0.014851324,0.000000000,0.000047225,0.000000000,0.000026868
-0.144392594,-0.022310741,-0.000045311,0.036890372,0.001210005,0.000097937,0.001210005,0.014804917,0.000000000,0.000097937,0.000000000,0.000024759
-0.033432272,-0.024030184,-0.001182782,0.028849034,-0.000642869,0.000036585,-0.000642869,0.016042311,0.000000000,0.000036585,0.000000000,0.000025484
-0.040721294,-0.009775930,0.001068671,0.032202397,-0.001262944,0.000095189,-0.001262944,0.016601969,0.000000000,0.000095189,0.000000000,0.000027167
-0.071773291,-0.005356636,0.002628089,0.030040270,-0.000021631,0.000086102,-0.000021631,0.015510644,0.000000000,0.000086102,0.000000000,0.000023063
-0.097998786,0.015519676,0.000801072,0.031486011,-0.000053006,0.000120603,-0.000053006,0.015656110,0.000000000,0.000120603,0.000000000,0.000025484
-0.012309071,-0.009021248,-0.000798497,0.035565497,-0.002198608,0.000111400,-0.002198608,0.014670106,0.000000000,0.000111400,0.000000000,0.000026204
0.082351663,-0.029356038,0.000366789,0.040421301,0.000476909,-0.000011042,0.000476909,0.015211211,0.000000000,-0.000011042,0.000000000,0.000031889
0.157410275,-0.028459868,0.001969296,0.050460194,0.001678915,0.000053221,0.001678915,0.016799141,0.000000000,0.000053221,0.000000000,0.000037715
0.019288763,-0.017197452,-0.002027502,0.044129050,0.000243325,0.000036317,0.000243325,0.016095583,0.000000000,0.000036317,0.000000000,0.000034484
-0.067523039,-0.025486295,-0.001208414,0.032533557,0.000882666,0.000071261,0.000882666,0.015493839,0.000000000,0.000071261,0.000000000,0.000034897
-0.052934248,-0.006029067,-0.001792414,0.026281237,0.000754136,0.000100824,0.000754136,0.022484488,0.000000000,0.000100824,0.000000000,0.000050346
-0.059812525,-0.018332577,0.003557812,0.027388424,-0.000522778,-0.000047769,-0.000522778,0.019842427,0.000000000,-0.000047769,0.000000000,0.000048019
-0.048798355,-0.011070179,-0.001360285,0.028911246,-0.000412182,0.000036281,-0.000412182,0.019412059,0.000000000,0.000036281,0.000000000,0.000050265
-0.099923885,-0.052376233,0.000032721,0.032812444,0.000589312,0.000125191,0.000589312,0.018110157,0.000000000,0.000125191,0.000000000,0.000039145
-0.058873554,0.000302094,0.000315044,0.033083331,0.000858005,0.000174877,0.000858005,0.020203500,0.000000000,0.000174877,0.000000000,0.000049912
-0.028379307,-0.009453947,0.001281070,0.030805898,0.001743043,0.000214830,0.001743043,0.017029143,0.000000000,0.000214830,0.000000000,0.000036327
-0.069808222,-0.013859309,-0.000321162,0.036175049,0.001058316,0.000189064,0.001058316,0.018340259,0.000000000,0.000189064,0.000000000,0.000028259
-0.096488089,-0.029251603,-0.002198305,0.030234392,0.002095789,0.000105777,0.002095789,0.018742298,0.000000000,0.000105777,0.000000000,0.000025273
-0.061464405,-0.010170730,-0.002394391,0.033713577,0.001378270,0.000150843,0.001378270,0.017825757,0.000000000,0.000150843,0.000000000,0.000031268
-0.030632549,0.005810593,0.003333674,0.035347071,0.000308017,0.000004102,0.000308017,0.021344073,0.000000000,0.000004102,0.000000000,0.000056201
-0.106074243,0.004570292,-0.000915802,0.026551809,-0.000206271,0.000039036,-0.000206271,0.021960905,0.000000000,0.000039036,0.000000000,0.000052441
-0.063632342,-0.004378641,-0.002910015,0.034410557,0.002091601,-0.000065550,0.002091601,0.022843920,0.000000000,-0.000065550,0.000000000,0.000065786
-0.046387357,-0.058855457,-0.001282037,0.024458240,0.001297443,0.000003599,0.001297443,0.021036002,0.000000000,0.000003599,0.000000000,0.000045380
-0.020023164,-0.029052775,0.001827926,0.028588291,0.004111727,0.000055015,0.004111727,0.020101664,0.000000000,0.000055015,0.000000000,0.000053363
-0.051594711,-0.023667442,-0.000864905,0.029309204,0.003237288,0.000048730,0.003237288,0.025347972,0.000000000,0.000048730,0.000000000,0.000061875
0.103740606,-0.017522087,0.000738322,0.026068838,0.002428856,-0.000019100,0.002428856,0.017420334,0.000000000,-0.000019100,0.000000000,0.000036669
-0.089747684,-0.042722833,0.001971347,0.024754493,0.000804395,0.000045809,0.000804395,0.018998531,0.000000000,0.000045809,0.000000000,0.000040512
-0.107441719,-0.026479261,-0.003216682,0.027518663,-0.000293322,0.000163137,-0.000293322,0.020154832,0.000000000,0.000163137,0.000000000,0.000042955
-0.063147795,-0.039521122,-0.000231824,0.024006766,-0.000385578,0.000160497,-0.000385578,0.018851771,0.000000000,0.000160497,0.000000000,0.000041467
-0.113624488,0.013005502,-0.001063312,0.023851649,-0.000037621,0.000169715,-0.000037621,0.019908937,0.000000000,0.000169715,0.000000000,0.000039600
-0.065873976,-0.083801661,0.000946793,0.029299436,-0.000607298,0.000195937,-0.000607298,0.018018954,0.000000000,0.000195937,0.000000000,0.000029237
-0.155317849,-0.015562596,0.002253544,0.033145868,0.001199164,0.000140498,0.001199164,0.018708165,0.000000000,0.000140498,0.000000000,0.000046607
-0.083092908,-0.026620113,-0.001277828,0.026444250,0.000363923,0.000126801,0.000363923,0.018732254,0.000000000,0.000126801,0.000000000,0.000045715
-0.045997765,-0.030380095,-0.000424717,0.031258305,-0.000288159,0.000137065,-0.000288159,0.016886276,0.000000000,0.000137065,0.000000000,0.000034254
0.010211859,-0.016518520,0.000668686,0.024964335,0.001231158,0.000223124,0.001231158,0.017768205,0.000000000,0.000223124,0.000000000,0.000037954
-0.060999721,0.004339957,-0.002606969,0.028073477,0.002033641,0.000125062,0.002033641,0.017768160,0.000000000,0.000125062,0.000000000,0.000050908
-0.001924379,-0.007114456,0.000710480,0.034495503,0.002070288,0.000131168,0.002070288,0.015712250,0.000000000,0.000131168,0.000000000,0.000029046
-0.046741501,-0.001564832,-0.000165019,0.026459616,0.001066896,0.000220101,0.001066896,0.014906437,0.000000000,0.000220101,0.000000000,0.000028578
-0.080483400,0.018222278,0.001481535,0.029195159,0.001573524,0.000266910,0.001573524,0.017133564,0.000000000,0.000266910,0.000000000,0.000034708
-0.062832696,-0.029100588,-0.002641218,0.021700457,0.000915480,0.000106227,0.000915480,0.020453666,0.000000000,0.000106227,0.000000000,0.000036487
-0.084561853,0.023223931,0.001235509,0.025554714,0.001018803,0.000174888,0.001018803,0.021377194,0.000000000,0.000174888,0.000000000,0.000038252
-0.033565977,-0.018234431,0.000341588,0.026793211,0.000999414,0.000109218,0.000999414,0.019246301,0.000000000,0.000109218,0.000000000,0.000040599
-0.038910803,0.012289785,-0.000130536,0.028218606,0.000105552,0.000371840,0.000105552,0.018463269,0.000000000,0.000371840,0.000000000,0.000050240
-0.062333827,-0.040023433,-0.000269627,0.022543633,0.000006698,0.000128317,0.000006698,0.019218211,0.000000000,0.000128317,0.000000000,0.000042606
-0.056600693,-0.004699948,0.000182990,0.029112601,0.001026140,-0.000013925,0.001026140,0.019429664,0.000000000,-0.000013925,0.000000000,0.000051364
-0.075838024,-0.038994807,-0.002691080,0.028512308,0.001016181,0.000218528,0.001016181,0.022909876,0.000000000,0.000218528,0.000000000,0.000054154
-0.064730528,-0.031549205,-0.004062238,0.033170863,0.004077206,0.000155723,0.004077206,0.020672862,0.000000000,0.000155723,0.000000000,0.000048313
-0.055462408,-0.040477376,-0.003274260,0.025055087,0.003536975,0.000071726,0.003536975,0.024569719,0.000000000,0.000071726,0.000000000,0.000043528
-0.080050324,-0.024397149,0.000630357,0.032168447,0.004477580,0.000148636,0.004477580,0.023640077,0.000000000,0.000148636,0.000000000,0.000047674
-0.061665847,-0.035804322,-0.002734877,0.034793525,0.002798483,0.000080283,0.002798483,0.022153748,0.000000000,0.000080283,0.000000000,0.000047598
-0.018570088,-0.036343278,0.000907309,0.036835910,0.002647200,0.000187960,0.002647200,0.024129098,0.000000000,0.000187960,0.000000000,0.000064906
-0.100811752,-0.021796821,0.000614936,0.041126752,0.002658272,0.000241761,0.002658272,0.027935502,0.000000000,0.000241761,0.000000000,0.000063222
-0.070020931,-0.028786448,-0.002258715,0.035949076,-0.000660420,0.000193262,-0.000660420,0.023259986,0.000000000,0.000193262,0.000000000,0.000042176
-0.024960782,-0.035492541,0.000831425,0.039890785,0.001096595,0.000221234,0.001096595,0.020600121,0.000000000,0.000221234,0.000000000,0.000034837
0.023433298,-0.025966220,-0.001893085,0.045262701,-0.000388232,0.000216429,-0.000388232,0.019930844,0.000000000,0.000216429,0.000000000,0.000040556
-0.090285501,0.031112413,0.000918644,0.039881482,0.001758602,0.000193148,0.001758602,0.022031295,0.000000000,0.000193148,0.000000000,0.000050771
-0.101299686,-0.046532510,-0.000742425,0.052113931,0.004150924,0.000135935,0.004150924,0.024061673,0.000000000,0.000135935,0.000000000,0.000060309
-0.114294768,0.032325517,-0.000606340,0.058900939,-0.000233215,0.000021892,-0.000233215,0.021354532,0.000000000,0.000021892,0.000000000,0.000052635
0.094117491,-0.001948744,-0.002241149,0.047846691,0.001332714,0.000110807,0.001332714,0.024308999,0.000000000,0.000110807,0.000000000,0.000086890
0.177706903,-0.017820703,0.002787528,0.057166054,0.002414987,0.000663962,0.002414987,0.025911516,0.000000000,0.000663962,0.000000000,0.000065035
-0.117529098,0.023261042,-0.004196831,0.044250500,0.002350700,0.000234971,0.002350700,0.026536372,0.000000000,0.000234971,0.000000000,0.000077239
-0.079545229,0.002911638,-0.000527472,0.042987979,-0.001093448,-0.000036008,-0.001093448,0.021850769,0.000000000,-0.000036008,0.000000000,0.000075271
-0.069276014,-0.021635802,-0.001311226,0.047746650,0.001893161,-0.000011039,0.001893161,0.021413638,0.000000000,-0.000011039,0.000000000,0.000046007
-0.112898150,-0.035864704,-0.000998801,0.066620690,0.005152394,0.000496047,0.005152394,0.023909164,0.000000000,0.000496047,0.000000000,0.000040709
-0.081171075,-0.013205472,0.000636794,0.031254425,0.002127974,0.000141473,0.002127974,0.020093523,0.000000000,0.000141473,0.000000000,0.000024213
-0.027479689,0.016916846,0.000915148,0.052027627,0.003748424,0.000274368,0.003748424,0.024046892,0.000000000,0.000274368,0.000000000,0.000034269
-0.006682606,0.013416539,0.000738960,0.057339755,0.000801474,0.000240867,0.000801474,0.022249743,0.000000000,0.000240867,0.000000000,0.000052290
-0.053703634,-0.027373529,-0.002904849,0.051195820,0.003713321,0.000174650,0.003713321,0.025392387,0.000000000,0.000174650,0.000000000,0.000058349
-0.033367548,-0.033731374,-0.001293503,0.037778637,0.001644948,0.000049038,0.001644948,0.023721892,0.000000000,0.000049038,0.000000000,0.000051213
-0.107783705,-0.008379856,-0.001259391,0.033663216,0.003306435,0.000068845,0.003306435,0.023421311,0.000000000,0.000068845,0.000000000,0.000032153
-0.073950892,-0.025092936,0.000715557,0.048561516,0.006121980,-0.000077019,0.006121980,0.026014209,0.000000000,-0.000077019,0.000000000,0.000039712
-0.063586652,-0.026729787,-0.000203968,0.051289640,0.010476603,0.000408023,0.010476603,0.027331171,0.000000000,0.000408023,0.000000000,0.000041497
-0.063252278,-0.037910061,0.000898364,0.046795539,0.003672260,-0.000059708,0.003672260,0.028639524,0.000000000,-0.000059708,0.000000000,0.000047944
-0.035035951,-0.036800829,0.000143267,0.045301219,0.001429597,-0.000093295,0.001429597,0.027817823,0.000000000,-0.000093295,0.000000000,0.000052436
-0.085539158,0.019617173,-0.003453758,0.046098146,0.002701202,0.000164945,0.002701202,0.021259759,0.000000000,0.000164945,0.000000000,0.000031165
-0.072461372,-0.035867222,-0.000710824,0.054306458,0.000034789,0.000187142,0.000034789,0.018519361,0.000000000,0.000187142,0.000000000,0.000030255
-0.025816966,0.019306558,0.000395323,0.058966865,0.001841484,-0.000084009,0.001841484,0.017968418,0.000000000,-0.000084009,0.000000000,0.000031973
-0.021595939,0.009336264,0.001562541,0.054624616,0.004343281,-0.000020076,0.004343281,0.019449116,0.000000000,-0.000020076,0.000000000,0.000043398
0.019409403,-0.025131110,0.002621665,0.057113043,0.002636964,-0.000113602,0.002636964,0.017486123,0.000000000,-0.000113602,0.000000000,0.000042892
-0.043225103,-0.058234968,0.000748326,0.070157689,0.004820408,0.000035995,0.004820408,0.019863969,0.000000000,0.000035995,0.000000000,0.000047027
-0.097238969,-0.011948585,0.000326836,0.037399711,0.000994080,0.000094995,0.000994080,0.018805130,0.000000000,0.000094995,0.000000000,0.000042674
-0.105202712,0.024064319,0.002087121,0.050214460,0.002845872,0.000070391,0.002845872,0.019369700,0.000000000,0.000070391,0.000000000,0.000038864
0.006815690,-0.062462611,-0.000999870,0.049546115,0.002839464,-0.000050356,0.002839464,0.024063086,0.000000000,-0.000050356,0.000000000,0.000057588
-0.074224098,-0.025124730,0.000641419,0.050502441,0.002761048,-0.000085021,0.002761048,0.019770717,0.000000000,-0.000085021,0.000000000,0.000057187
-0.029171739,-0.033359359,0.000841199,0.045218417,0.002453744,0.000172324,0.002453744,0.020136336,0.000000000,0.000172324,0.000000000,0.000037366
0.179656046,-0.042100019,0.000188875,0.049623794,0.004810085,0.000184573,0.004810085,0.020424829,0.000000000,0.000184573,0.000000000,0.000038195
-0.083208612,-0.050842237,-0.002263075,0.056848645,0.004737895,0.000135396,0.004737895,0.021726643,0.000000000,0.000135396,0.000000000,0.000043246
-0.050533465,-0.020091766,0.000114784,0.038168496,0.001038983,0.000045304,0.001038983,0.023799408,0.000000000,0.000045304,0.000000000,0.000046936
-0.084910444,-0.029793274,0.000943978,0.033583670,0.001426756,-0.000030057,0.001426756,0.021428247,0.000000000,-0.000030057,0.000000000,0.000043878
0.073974929,-0.047235335,0.000431380,0.031302115,0.000447835,0.000044329,0.000447835,0.022203198,0.000000000,0.000044329,0.000000000,0.000061253
0.203562879,-0.011189799,0.001840268,0.049481792,0.001853004,0.000179358,0.001853004,0.024265127,0.000000000,0.000179358,0.000000000,0.000050746
-0.072194241,-0.043886004,-0.000018990,0.037913738,0.001574889,-0.000032515,0.001574889,0.024146081,0.000000000,-0.000032515,0.000000000,0.000043724
-0.077367333,-0.023466870,0.000778492,0.031528852,0.000134293,-0.000096820,0.000134293,0.022510102,0.000000000,-0.000096820,0.000000000,0.000051393
-0.037142051,-0.027272054,-0.000462378,0.042835566,0.000655750,-0.000237192,0.000655750,0.021254343,0.000000000,-0.000237192,0.000000000,0.000029408
0.025157687,-0.035575019,0.001535485,0.039522725,0.003312541,-0.000177606,0.003312541,0.023737627,0.000000000,-0.000177606,0.000000000,0.000052426
0.162870734,-0.021290407,-0.001784363,0.031287253,0.001585322,-0.000109709,0.001585322,0.026110067,0.000000000,-0.000109709,0.000000000,0.000044295
0.131839175,-0.009763923,-0.000252808,0.029930151,0.002896170,-0.000014625,0.002896170,0.028347224,0.000000000,-0.000014625,0.000000000,0.000027183
-0.023769485,-0.024237825,0.000750071,0.032121055,0.001708975,-0.000140697,0.001708975,0.019955235,0.000000000,-0.000140697,0.000000000,0.000038366
-0.058775224,-0.010158937,-0.000168472,0.040337864,0.001876235,0.000101653,0.001876235,0.027455453,0.000000000,0.000101653,0.000000000,0.000049080
-0.069517896,-0.018334322,0.002401193,0.035864270,-0.001105912,0.000117474,-0.001105912,0.027555771,0.000000000,0.000117474,0.000000000,0.000045299
-0.053085145,-0.059717361,-0.001396278,0.030498620,0.000050481,-0.000104168,0.000050481,0.022627709,0.000000000,-0.000104168,0.000000000,0.000043845
0.001624073,-0.002055006,-0.001107724,0.033241437,0.002707952,-0.000079488,0.002707952,0.021883534,0.000000000,-0.000079488,0.000000000,0.000022893
-0.116830501,-0.090327559,0.000205722,0.035952235,0.001226250,-0.000305833,0.001226250,0.025264089,0.000000000,-0.000305833,0.000000000,0.000062351
-0.150401175,-0.025032114,0.001199940,0.029374296,0.000236040,-0.000186337,0.000236040,0.020324532,0.000000000,-0.000186337,0.000000000,0.000037605
-0.052461885,-0.056963675,-0.001166367,0.032558836,0.001432589,-0.000160886,0.001432589,0.022906226,0.000000000,-0.000160886,0.000000000,0.000040083
-0.058659206,-0.081590274,0.000575226,0.039051487,0.004153268,-0.000191964,0.004153268,0.020807751,0.000000000,-0.000191964,0.000000000,0.000033631
-0.015767812,-0.021251652,-0.000761308,0.041508732,0.004064698,-0.000204769,0.004064698,0.019961744,0.000000000,-0.000204769,0.000000000,0.000029096
-0.004333151,-0.014735543,0.000295913,0.039216492,0.000500959,-0.000400808,0.000500959,0.030375352,0.000000000,-0.000400808,0.000000000,0.000073479
0.072355608,-0.096255532,0.000531222,0.032884013,0.001170823,-0.000255337,0.001170823,0.031477997,0.000000000,-0.000255337,0.000000000,0.000031608
-0.020954556,0.034331162,0.000408888,0.034122821,0.001727819,-0.000231641,0.001727819,0.027540608,0.000000000,-0.000231641,0.000000000,0.000034512
-0.078256604,-0.005396831,0.003079057,0.036614180,0.000199243,-0.000280190,0.000199243,0.027353879,0.000000000,-0.000280190,0.000000000,0.000033367
0.052586645,0.010739899,0.000314313,0.026304473,0.001995758,-0.000081705,0.001995758,0.024742488,0.000000000,-0.000081705,0.000000000,0.000037227
0.048402221,-0.062404052,-0.002529355,0.026795998,0.000198111,0.000015667,0.000198111,0.023113846,0.000000000,0.000015667,0.000000000,0.000035623
0.032364814,-0.100955817,-0.003267721,0.030334024,-0.001764703,0.000023135,-0.001764703,0.026140406,0.000000000,0.000023135,0.000000000,0.000032643
-0.069378958,-0.049199812,-0.002551521,0.033604631,0.005066959,-0.000057616,0.005066959,0.026204304,0.000000000,-0.000057616,0.000000000,0.000023387
-0.106414172,-0.002613978,0.000146815,0.037935796,0.002960665,-0.000224422,0.002960665,0.022656398,0.000000000,-0.000224422,0.000000000,0.000025360
-0.035961865,-0.048107974,0.000334896,0.033601730,0.003427871,-0.000062875,0.003427871,0.022576726,0.000000000,-0.000062875,0.000000000,0.000024381
-0.061546551,0.009615079,0.002293046,0.026634040,0.004509061,-0.000139790,0.004509061,0.023237304,0.000000000,-0.000139790,0.000000000,0.000022539
-0.035685154,0.025098852,0.000473863,0.027814867,0.001113697,-0.000158907,0.001113697,0.020263837,0.000000000,-0.000158907,0.000000000,0.000026713
0.001268474,-0.040678616,0.001399489,0.024647449,0.001993751,-0.000080541,0.001993751,0.018274211,0.000000000,-0.000080541,0.000000000,0.000020302
0.064171746,-0.055850704,0.001788705,0.038174366,0.004227893,-0.000051450,0.004227893,0.018791339,0.000000000,-0.000051450,0.000000000,0.000015669
-0.081510074,-0.034824353,0.000972980,0.027181802,0.005004726,-0.000169901,0.005004726,0.020456344,0.000000000,-0.000169901,0.000000000,0.000022943
0.041360110,-0.045963709,0.000546999,0.025874646,0.003535314,0.000056480,0.003535314,0.020024008,0.000000000,0.000056480,0.000000000,0.000020252
-0.070533984,-0.080706217,0.000484859,0.029835729,0.003180039,-0.000057737,0.003180039,0.017717127,0.000000000,-0.000057737,0.000000000,0.000015297
-0.044532685,0.035269731,0.000885301,0.025262314,0.002633214,-0.000084976,0.002633214,0.017677507,0.000000000,-0.000084976,0.000000000,0.000018595
0.137213703,-0.010307386,0.001390093,0.024726983,0.005052947,-0.000091018,0.005052947,0.016476112,0.000000000,-0.000091018,0.000000000,0.000017873
0.017017138,-0.055362331,0.000855364,0.026325825,0.005257475,-0.000007691,0.005257475,0.016938270,0.000000000,-0.000007691,0.000000000,0.000018546
0.096539033,0.014674031,-0.001383864,0.024748805,0.005561850,-0.000100687,0.005561850,0.020577248,0.000000000,-0.000100687,0.000000000,0.000026929
0.091073728,-0.010729522,-0.002433944,0.026014425,0.005333033,-0.000037418,0.005333033,0.019746923,0.000000000,-0.000037418,0.000000000,0.000021558
0.095910868,-0.008597167,-0.002086399,0.022680008,0.005265581,-0.000057361,0.005265581,0.019128438,0.000000000,-0.000057361,0.000000000,0.000021570
0.030927506,-0.028991031,0.004846017,0.023675943,0.005374728,-0.000083249,0.005374728,0.017967672,0.000000000,-0.000083249,0.000000000,0.000019176
0.068505761,-0.020296160,0.000868078,0.027294253,0.006005580,-0.000032460,0.006005580,0.018995116,0.000000000,-0.000032460,0.000000000,0.000017111
0.043314048,-0.048199423,0.000254414,0.027740889,0.002936444,-0.000059060,0.002936444,0.018965314,0.000000000,-0.000059060,0.000000000,0.000020672
0.062246807,-0.012494112,-0.001634819,0.025609674,0.003286496,-0.000114077,0.003286496,0.017614887,0.000000000,-0.000114077,0.000000000,0.000024316
0.057154928,-0.038292003,-0.000547877,0.017702554,0.001712679,-0.000000284,0.001712679,0.017289559,0.000000000,-0.000000284,0.000000000,0.000029850
0.029690828,0.004643791,0.002086359,0.020050531,0.001481730,-0.000111679,0.001481730,0.015496875,0.000000000,-0.000111679,0.000000000,0.000025123
0.009331556,0.000707319,0.000541697,0.019722006,0.001427421,-0.000098254,0.001427421,0.016313091,0.000000000,-0.000098254,0.000000000,0.000023450
0.043791146,-0.024016401,-0.001429208,0.018481400,0.002209654,-0.000043610,0.002209654,0.019609604,0.000000000,-0.000043610,0.000000000,0.000030674
0.053271673,-0.057765815,-0.000694218,0.014568753,0.002095042,-0.000065797,0.002095042,0.018820513,0.000000000,-0.000065797,0.000000000,0.000025234
0.059080118,0.004176133,0.000445307,0.013680408,0.002190843,-0.000094651,0.002190843,0.019456073,0.000000000,-0.000094651,0.000000000,0.000027808
0.078312442,0.029335023,0.001410818,0.015636016,0.001605501,-0.000075475,0.001605501,0.020885060,0.000000000,-0.000075475,0.000000000,0.000033762
-0.069581259,-0.039034943,-0.001541180,0.016125722,0.001662744,-0.000010490,0.001662744,0.016794059,0.000000000,-0.000010490,0.000000000,0.000013921
0.054829297,0.018742886,-0.001505807,0.017979036,0.001688253,-0.000034265,0.001688253,0.017830685,0.000000000,-0.000034265,0.000000000,0.000015973
0.072295937,-0.017702689,-0.002018129,0.017153253,0.000838938,-0.000042900,0.000838938,0.016834396,0.000000000,-0.000042900,0.000000000,0.000016832
0.013869729,-0.024948803,0.000345349,0.017658266,0.000779335,-0.000027712,0.000779335,0.014212376,0.000000000,-0.000027712,0.000000000,0.000018186
0.000804252,-0.026748379,-0.002502859,0.018486875,0.001482199,-0.000005372,0.001482199,0.014866923,0.000000000,-0.000005372,0.000000000,0.000015422
-0.142747362,0.007011905,-0.000771324,0.016573390,0.000437119,-0.000067340,0.000437119,0.016126043,0.000000000,-0.000067340,0.000000000,0.000017328
-0.061888029,-0.016096266,0.000615258,0.016902585,0.000490388,0.000020518,0.000490388,0.015571859,0.000000000,0.000020518,0.000000000,0.000024707
-0.079633141,-0.014824957,-0.001806733,0.019083000,0.001140772,-0.000103005,0.001140772,0.014758409,0.000000000,-0.000103005,0.000000000,0.000024066
-0.023610885,-0.032511482,0.001860958,0.019795160,0.000217354,-0.000080759,0.000217354,0.016063759,0.000000000,-0.000080759,0.000000000,0.000020002
-0.170190631,-0.022575361,0.000147617,0.022388713,-0.000287351,0.000027591,-0.000287351,0.017608834,0.000000000,0.000027591,0.000000000,0.000024335
0.107725200,-0.051529512,0.000920187,0.020238275,0.000634178,-0.000029552,0.000634178,0.017526582,0.000000000,-0.000029552,0.000000000,0.000025456
-0.039109808,0.015094616,-0.000342396,0.020949724,0.000899762,-0.000014262,0.000899762,0.015692574,0.000000000,-0.000014262,0.000000000,0.000018099
-0.098468912,-0.034953656,0.000213052,0.021020513,0.001254376,-0.000010399,0.001254376,0.014809590,0.000000000,-0.000010399,0.000000000,0.000016669
-0.117066591,-0.010981226,-0.001644368,0.018979839,0.002110842,-0.000068226,0.002110842,0.015073519,0.000000000,-0.000068226,0.000000000,0.000014725
0.052863032,0.003508481,-0.000765007,0.019514044,0.000119504,-0.000033104,0.000119504,0.015328107,0.000000000,-0.000033104,0.000000000,0.000018869
0.073672546,0.009393270,-0.000919831,0.018979025,-0.000717280,-0.000083622,-0.000717280,0.015563225,0.000000000,-0.000083622,0.000000000,0.000016800
-0.079967655,-0.022363079,-0.004218920,0.017477115,0.000078994,-0.000098014,0.000078994,0.015423983,0.000000000,-0.000098014,0.000000000,0.000015614
-0.125579155,-0.019776793,-0.001646601,0.020247047,0.000403481,-0.000090018,0.000403481,0.015772017,0.000000000,-0.000090018,0.000000000,0.000017657
